id_institution,ratio_active,strength_daily,strength_weekly,max_strength
161.0,0.9952106804307906,0.6728248342941436,0.7330019822280307,0.7330019822280307
55.0,1.0,0.7255409257232334,0.7486018687402265,0.7486018687402265
136.0,1.0,0.5944975586874914,0.6730882047892448,0.6730882047892448
156.0,0.9981140503250782,0.44577803746519007,0.4764413167866508,0.4764413167866508
258.0,0.8545089086307013,0.35011048875272,0.35266666781747513,0.35266666781747513
115.0,0.9998759243634919,0.6800884887307053,0.7258897015644918,0.7258897015644918
54.0,0.9996774033450792,0.6551530480447133,0.688715282859174,0.688715282859174
218.0,0.9720333515310934,0.35781614835972064,0.37693297355980415,0.37693297355980415
8.0,0.6849967740334508,0.4137459252211191,0.4409547212944983,0.4409547212944983
232.0,0.9703459228745843,0.3643773515307449,0.37228463771824927,0.37228463771824927
139.0,0.7143530696312472,0.34804418917038016,0.356221074286748,0.356221074286748
262.0,0.9992059159263487,0.39243431885343083,0.3961923877219776,0.3961923877219776
250.0,0.8255744701970321,0.41152022626644813,0.43460549957126793,0.43460549957126793
19.0,0.9983125713434909,0.5821115491152227,0.6799673883256918,0.6799673883256918
248.0,0.9999255546180952,0.5470006616229031,0.6271623683143789,0.6271623683143789
230.0,0.9998759243634919,0.48362882415422703,0.5057405790633002,0.5057405790633002
57.0,1.0,0.7341463272167009,0.7453683574646062,0.7453683574646062
217.0,0.8275348652538588,0.6255263044160019,0.6467273692200588,0.6467273692200588
150.0,0.9995036974539679,0.6082071021281101,0.7199542411039054,0.7199542411039054
145.0,0.9999007394907936,0.7365866001320802,0.7927917696143811,0.7927917696143811
195.0,0.9999751848726984,0.575191802137146,0.630696406739365,0.630696406739365
157.0,0.7416745247903122,0.344738970916617,0.35715272526091024,0.35715272526091024
271.0,0.9455307955729813,0.35923582531722176,0.3313687528139053,0.35923582531722176
59.0,1.0,0.6931092209183435,0.7216657185170747,0.7216657185170747
40.0,0.9999255546180952,0.55207037231611,0.6479576608587736,0.6479576608587736
127.0,0.9994292520720631,0.7016815472736081,0.7796709984835916,0.7796709984835916
120.0,0.7525931808030175,0.3455103126556728,0.352389624027734,0.352389624027734
101.0,1.0,0.6457883585007834,0.7476299459841724,0.7476299459841724
284.0,0.9668469899250584,0.3452099016374799,0.37307154516652064,0.37307154516652064
146.0,1.0,0.5338646305218313,0.6342820372379026,0.6342820372379026
165.0,0.9988833192714278,0.5561808855259402,0.5590415053390076,0.5590415053390076
175.0,0.9998511092361904,0.7433442027534535,0.7312250592982568,0.7433442027534535
257.0,0.992183234899995,0.5765909472246727,0.628270296333583,0.628270296333583
259.0,0.9946399325028538,0.3938150391377312,0.4018027325753435,0.4018027325753435
91.0,0.8519033202640329,0.36547677503899456,0.3798325592867895,0.3798325592867895
47.0,0.9847138815822125,0.3489250892965924,0.35023921249420165,0.35023921249420165
3.0,1.0,0.7407126227998696,0.7576768302897778,0.7576768302897778
42.0,0.9975929326517445,0.631291979822703,0.713817714976448,0.713817714976448
199.0,0.9998511092361904,0.672581972608911,0.7824937675341412,0.7824937675341412
215.0,0.9999007394907936,0.4462981755058597,0.4946912578874183,0.4946912578874183
256.0,0.26269293761477,,,
131.0,0.9999751848726984,0.5217627530178583,0.5738885868751453,0.5738885868751453
194.0,0.9999751848726984,0.637706310638329,0.725187095588715,0.725187095588715
207.0,0.660355352622959,0.3484839853523616,0.3634163914348465,0.3634163914348465
181.0,0.9993548066901583,0.5018699572535097,0.5528643861694669,0.5528643861694669
151.0,0.08442106308005361,,,
220.0,1.0,0.6813534714244696,0.7775693304607507,0.7775693304607507
38.0,0.9896520919152315,0.6256421436620554,0.6462786905408388,0.6462786905408388
123.0,0.9999255546180952,0.6533180735122543,0.6891832733870136,0.6891832733870136
30.0,0.9547123926745744,0.3711085129056815,0.3776338119152849,0.3776338119152849
269.0,0.8755273214551591,0.37131847316725675,0.3926561585864605,0.3926561585864605
81.0,1.0,0.4807767565381278,0.48254213064788987,0.48254213064788987
45.0,0.9960295796317435,0.6667167730456622,0.7597443683567637,0.7597443683567637
274.0,0.9776663854285572,0.5409521694773447,0.6073001165440104,0.6073001165440104
