id_institution,ratio_active,max_acf
183.0,0.9960543947590451,0.3677449351288074
34.0,1.0,0.672916530359642
140.0,0.5412923718298674,0.6686551464513619
139.0,0.7143530696312472,0.37018817285187694
89.0,0.9984614621073006,0.6383220850502477
151.0,0.08442106308005361,0.11210165082827418
182.0,0.9981388654523797,0.2057726836194153
97.0,1.0,0.15527289639224842
277.0,0.3648071864608665,0.0622300511966624
233.0,0.9996277730904759,0.1121169581849386
22.0,1.0,0.37174308519740884
125.0,0.9997270335996824,0.23286222627135741
231.0,0.9955829073403146,0.2904739846955065
68.0,1.0,0.5583869475876113
19.0,0.9983125713434909,0.08079590763806357
86.0,0.9972207057422204,0.4247089414565869
14.0,0.9991811007990471,0.13535711697554417
116.0,0.9675666286168048,0.3294910783515077
281.0,0.6636805796813737,0.004294368568914516
111.0,0.9994788823266664,0.3078370791105686
263.0,0.3448806392376793,0.09291730275841462
209.0,0.9874931758399921,0.2287877374786293
122.0,0.9996774033450792,0.13765908938147792
224.0,0.9995533277085712,0.5158514092563368
212.0,0.9999503697453967,0.1774221429361772
214.0,0.9267457442056678,0.5100301198025037
73.0,0.9995533277085712,0.542241366469529
283.0,0.0,inf
32.0,1.0,0.310071139111008
12.0,0.9994788823266664,0.5335821432381732
57.0,1.0,0.5946276801664626
232.0,0.9703459228745843,0.13990364870743713
206.0,0.9993299915628567,0.216240060286433
83.0,1.0,0.03199228459875864
175.0,0.9998511092361904,0.35010381295945703
49.0,1.0,0.5350723810392485
1.0,1.0,0.7425597013696156
27.0,1.0,0.29960841068080507
227.0,0.9563998213310835,0.14040080053520645
267.0,0.0,inf
279.0,0.0,inf
91.0,0.8519033202640329,0.2518600410386165
256.0,0.26269293761477,0.667785850258598
223.0,0.7157179016328353,0.4251187724802473
164.0,1.0,0.1562169680863159
204.0,0.9097473820040697,0.33210796669134857
163.0,0.9976177477790461,0.07747260921238784
84.0,0.9934488063923768,0.08944501622476454
244.0,0.930542458682813,0.4307171156971904
278.0,0.7651744503449303,0.1055576915893384
146.0,1.0,0.21021968561506948
64.0,0.9988336890168247,0.3307456094894656
252.0,0.683607126904561,0.16787478207388482
71.0,0.8789518090227803,0.2668932825038596
100.0,0.9997270335996824,0.3269588506603794
115.0,0.9998759243634919,0.3955067453088006
46.0,0.9497741823415554,0.4055161634852082
180.0,0.9998759243634919,0.12560755426662976
196.0,1.0,0.39642885840069736
35.0,0.9999007394907936,0.26964652059897654
25.0,1.0,0.13225646000755062
40.0,0.9999255546180952,0.39782287946488787
144.0,1.0,0.21156535252858288
161.0,0.9952106804307906,0.5491894232422426
202.0,0.9951362350488858,0.10978137415505669
217.0,0.8275348652538588,0.39125580597464854
229.0,0.9999007394907936,0.17985289578548583
